artist,title,artist_list,total_weeks,peak_rank,debut_rank,peak_week,rise_rate
2 Chainz,Watch Out,['2 Chainz'],11,64.0,85.0,4,5.25
2 Chainz Featuring Travis Scott,4 AM,"['2 Chainz', 'Travis Scott']",12,55.0,73.0,2,9.0
"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,"['2 Chainz', 'Ty Dolla $ign', 'Trey Songz', 'Jhene Aiko']",20,44.0,95.0,10,5.1
21 Savage,A Lot,['21 Savage'],23,12.0,37.0,6,4.166666666666667
21 Savage,Bank Account,['21 Savage'],28,12.0,33.0,4,5.25
21 Savage,Red Opps,['21 Savage'],5,74.0,92.0,3,6.0
21 Savage & Metro Boomin,My Choppa Hate N****s,"['21 Savage', 'Metro Boomin']",2,73.0,94.0,1,21.0
21 Savage & Metro Boomin,No Heart,"['21 Savage', 'Metro Boomin']",19,43.0,85.0,9,4.666666666666667
21 Savage & Metro Boomin Featuring Future,X,"['21 Savage', 'Metro Boomin', 'Future']",21,36.0,98.0,9,6.888888888888889
"21 Savage, Offset & Metro Boomin Featuring Quavo",Rap Saved Me,"['21 Savage', 'Offset', 'Metro Boomin', 'Quavo']",3,64.0,74.0,1,10.0
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Ghostface Killers,"['21 Savage', 'Offset', 'Metro Boomin', 'Travis Scott']",7,35.0,57.0,1,22.0
24kGoldn Featuring iann dior,Mood,"['24kGoldn', 'iann dior']",52,1.0,84.0,9,9.222222222222221
4*TOWN (From Disney And Pixar's Turning Red),Nobody Like U,"[""4*TOWN (From Disney And Pixar's Turning Red)""]",5,49.0,50.0,1,1.0
4batz Featuring Drake,Act II: Date @ 8,"['4batz', 'Drake']",20,7.0,77.0,9,7.777777777777778
5 Seconds of Summer,Complete Mess,['5 Seconds of Summer'],3,85.0,91.0,1,6.0
5 Seconds of Summer,Youngblood,['5 Seconds of Summer'],48,7.0,96.0,18,4.944444444444445
6ix9ine,Billy,['6ix9ine'],8,50.0,60.0,2,5.0
6ix9ine,Gummo,['6ix9ine'],19,12.0,58.0,4,11.5
6ix9ine Featuring A Boogie wit da Hoodie,WAKA,"['6ix9ine', 'A Boogie wit da Hoodie']",3,51.0,71.0,1,20.0
6ix9ine Featuring Lil Baby,TIC TOC,"['6ix9ine', 'Lil Baby']",3,53.0,62.0,1,9.0
6ix9ine Featuring Nicki Minaj & Kanye West,MAMA,"['6ix9ine', 'Nicki Minaj', 'Kanye West']",4,43.0,58.0,1,15.0
6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",20,3.0,4.0,1,1.0
"6ix9ine, Fetty Wap & A Boogie wit da Hoodie",KEKE,"['6ix9ine', 'Fetty Wap', 'A Boogie wit da Hoodie']",8,43.0,64.0,1,21.0
A Boogie wit da Hoodie,Look Back At It,['A Boogie wit da Hoodie'],31,27.0,95.0,21,3.238095238095238
A Boogie wit da Hoodie Featuring 6ix9ine,Swervin,"['A Boogie wit da Hoodie', '6ix9ine']",20,38.0,57.0,1,19.0
A Boogie wit da Hoodie Featuring DJ SPINKING,Timeless,"['A Boogie wit da Hoodie', 'DJ SPINKING']",4,86.0,96.0,3,3.3333333333333335
A Boogie wit da Hoodie Featuring Juice WRLD,Demons And Angels,"['A Boogie wit da Hoodie', 'Juice WRLD']",3,90.0,94.0,1,4.0
A Boogie wit da Hoodie Featuring Kodak Black,Drowning,"['A Boogie wit da Hoodie', 'Kodak Black']",21,38.0,94.0,15,3.7333333333333334
A Boogie wit da Hoodie Featuring Offset & Tyga,Startender,"['A Boogie wit da Hoodie', 'Offset', 'Tyga']",9,59.0,65.0,2,3.0
A$AP Ferg Featuring Nicki Minaj,Plain Jane,"['A$AP Ferg', 'Nicki Minaj']",24,27.0,98.0,15,4.733333333333333
AJR,Way Less Sad,['AJR'],15,54.0,99.0,10,4.5
AJR,World's Smallest Violin,['AJR'],3,91.0,97.0,2,3.0
Acraze Featuring Cherish,Do It To It,"['Acraze', 'Cherish']",12,65.0,97.0,2,16.0
Addison Rae,Fame Is A Gun,['Addison Rae'],3,73.0,94.0,1,21.0
Adele,Easy On Me,['Adele'],31,1.0,68.0,1,67.0
Adele,Send My Love (To Your New Lover),['Adele'],26,8.0,26.0,15,1.2
Adele,Water Under The Bridge,['Adele'],21,26.0,94.0,10,6.8
Adele,When We Were Young,['Adele'],17,14.0,55.0,9,4.555555555555555
Alessia Cara,Growing Pains,['Alessia Cara'],8,65.0,99.0,2,17.0
Alessia Cara,Here,['Alessia Cara'],15,5.0,8.0,5,0.6
Alessia Cara,Scars To Your Beautiful,['Alessia Cara'],43,8.0,95.0,23,3.782608695652174
Alessia Cara,Wild Things,['Alessia Cara'],20,50.0,91.0,13,3.1538461538461537
Alex Warren,Ordinary,['Alex Warren'],45,1.0,61.0,15,4.0
Ali Gatie,It's You,['Ali Gatie'],15,70.0,97.0,1,27.0
Alice Merton,No Roots,['Alice Merton'],3,84.0,100.0,1,16.0
All Time Low Featuring Demi Lovato & Blackbear,Monsters,"['All Time Low', 'Demi Lovato', 'Blackbear']",17,55.0,88.0,8,4.125
Amine,Caroline,['Amine'],28,11.0,96.0,15,5.666666666666667
Andy Grammer,Fresh Eyes,['Andy Grammer'],18,59.0,97.0,7,5.428571428571429
Andy Grammer,Good To Be Alive (Hallelujah),['Andy Grammer'],10,62.0,86.0,2,12.0
Anitta,Envolver,['Anitta'],6,70.0,74.0,1,4.0
AnnenMayKantereit & Giant Rooks,Tom's Diner,"['AnnenMayKantereit', 'Giant Rooks']",3,78.0,84.0,1,6.0
Anuel AA & Romeo Santos,Ella Quiere Beber,"['Anuel AA', 'Romeo Santos']",20,61.0,86.0,11,2.272727272727273
Ari Lennox,Pressure,['Ari Lennox'],17,66.0,94.0,6,4.666666666666667
Ariana Grande,Breathin,['Ariana Grande'],25,12.0,22.0,15,0.6666666666666666
Ariana Grande,Dangerous Woman,['Ariana Grande'],21,8.0,10.0,10,0.2
Ariana Grande,God Is A Woman,['Ariana Grande'],22,8.0,11.0,5,0.6
Ariana Grande & Victoria Monet,Monopoly,"['Ariana Grande', 'Victoria Monet']",2,69.0,70.0,1,1.0
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,"['Ariana Grande', 'Doja Cat', 'Megan Thee Stallion']",28,2.0,8.0,11,0.5454545454545454
Ariana Grande Featuring Future,Everyday,"['Ariana Grande', 'Future']",7,55.0,85.0,4,7.5
Ariana Grande Featuring Nicki Minaj,Side To Side,"['Ariana Grande', 'Nicki Minaj']",28,4.0,31.0,11,2.4545454545454546
Arizona Zervas,Roxanne,['Arizona Zervas'],26,4.0,34.0,6,5.0
Artemas,I Like The Way You Kiss Me,['Artemas'],20,12.0,70.0,3,19.333333333333332
Ashley Cooke,Your Place,['Ashley Cooke'],4,80.0,95.0,3,5.0
Ashley McBryde,One Night Standards,['Ashley McBryde'],15,76.0,93.0,9,1.8888888888888888
Ava Max,Kings & Queens,['Ava Max'],27,13.0,73.0,14,4.285714285714286
Ava Max,My Head And My Heart,['Ava Max'],12,45.0,82.0,3,12.333333333333334
Ava Max,Sweet But Psycho,['Ava Max'],35,10.0,87.0,22,3.5
Ayo & Teo,Rolex,"['Ayo', 'Teo']",25,20.0,87.0,15,4.466666666666667
BENEE Featuring Gus Dapperton,Supalonely,"['BENEE', 'Gus Dapperton']",22,39.0,88.0,8,6.125
BRS Kash,Throat Baby (Go Baby),['BRS Kash'],22,24.0,93.0,14,4.928571428571429
BTS,DNA,['BTS'],4,67.0,85.0,1,18.0
BabyChiefDoit,Went West,['BabyChiefDoit'],2,71.0,89.0,1,18.0
Bad Bunny,Baile Inolvidable,['Bad Bunny'],20,3.0,28.0,1,25.0
Bad Bunny,Bokete,['Bad Bunny'],4,42.0,69.0,1,27.0
Bad Bunny,DTMF,['Bad Bunny'],20,2.0,38.0,1,36.0
Bad Bunny,Ketu Tecre,['Bad Bunny'],4,38.0,59.0,1,21.0
Bad Bunny,Kloufrens,['Bad Bunny'],5,40.0,66.0,1,26.0
Bad Bunny,La Mudanza,['Bad Bunny'],4,51.0,95.0,1,44.0
Bad Bunny,Lo Que Le Paso A Hawaii,['Bad Bunny'],3,62.0,94.0,1,32.0
Bad Bunny,Pitorro de Coco,['Bad Bunny'],5,50.0,91.0,2,20.5
Bad Bunny,Turista,['Bad Bunny'],4,45.0,77.0,1,32.0
Bad Bunny,Un Preview,['Bad Bunny'],7,43.0,65.0,1,22.0
Bad Bunny & Chencho Corleone,Me Porto Bonito,"['Bad Bunny', 'Chencho Corleone']",26,6.0,10.0,9,0.4444444444444444
Bad Bunny & Chuwi,Weltita,"['Bad Bunny', 'Chuwi']",6,32.0,52.0,1,20.0
Bad Bunny & Jhay Cortez,Dakiti,"['Bad Bunny', 'Jhay Cortez']",28,5.0,9.0,4,1.0
Bad Bunny & Los Pleneros de La Cresta,Cafe Con Ron,"['Bad Bunny', 'Los Pleneros de La Cresta']",4,48.0,83.0,1,35.0
Bad Bunny & RaiNao,Perfumito Nuevo,"['Bad Bunny', 'RaiNao']",5,31.0,45.0,1,14.0
Bad Bunny & Tainy,Callaita,"['Bad Bunny', 'Tainy']",20,52.0,69.0,7,2.4285714285714284
"Bad Bunny, Omar Courtz & Dei V",Velda,"['Bad Bunny', 'Omar Courtz', 'Dei V']",7,23.0,43.0,1,20.0
Bailey Zimmerman,Religiously,['Bailey Zimmerman'],25,13.0,66.0,20,2.65
Bailey Zimmerman,Rock And A Hard Place,['Bailey Zimmerman'],54,10.0,24.0,40,0.35
Bailey Zimmerman & Luke Combs,Backup Plan,"['Bailey Zimmerman', 'Luke Combs']",20,30.0,36.0,16,0.375
Bakar Featuring Summer Walker,Hell N Back,"['Bakar', 'Summer Walker']",12,53.0,73.0,1,20.0
Bazzi,Mine,['Bazzi'],34,11.0,56.0,9,5.0
Bazzi Featuring Camila Cabello,Beautiful,"['Bazzi', 'Camila Cabello']",27,26.0,60.0,23,1.4782608695652173
Bebe Rexha,I Got You,['Bebe Rexha'],11,43.0,94.0,6,8.5
Bebe Rexha,I'm A Mess,['Bebe Rexha'],20,35.0,92.0,16,3.5625
Bebe Rexha & Florida Georgia Line,Meant To Be,"['Bebe Rexha', 'Florida Georgia Line']",51,2.0,61.0,20,2.95
Becky G & Peso Pluma,Chanel,"['Becky G', 'Peso Pluma']",10,55.0,88.0,3,11.0
Bella Poarch,Build A Bitch,['Bella Poarch'],12,56.0,58.0,2,1.0
Belly Featuring The Weeknd,Might Not,"['Belly', 'The Weeknd']",17,68.0,100.0,7,4.571428571428571
Ben Rector,Brand New,['Ben Rector'],5,82.0,94.0,1,12.0
Benny Blanco & Juice WRLD Featuring Brendon Urie,Roses,"['Benny Blanco', 'Juice WRLD', 'Brendon Urie']",6,85.0,95.0,4,2.5
"Benny Blanco, Halsey & Khalid",Eastside,"['Benny Blanco', 'Halsey', 'Khalid']",52,9.0,56.0,25,1.88
"Benny Blanco, Tainy, Selena Gomez & J Balvin",I Can't Get Enough,"['Benny Blanco', 'Tainy', 'Selena Gomez', 'J Balvin']",5,66.0,93.0,2,13.5
Benson Boone,Mystical Magical,['Benson Boone'],27,17.0,40.0,9,2.5555555555555554
Benson Boone,Pretty Slowly,['Benson Boone'],3,86.0,91.0,1,5.0
Benson Boone,Slow It Down,['Benson Boone'],29,32.0,45.0,24,0.5416666666666666
Benson Boone,Sorry I'm Here For Someone Else,['Benson Boone'],32,19.0,44.0,16,1.5625
Beyonce,Before I Let Go,['Beyonce'],16,65.0,75.0,1,10.0
Beyonce,Break My Soul,['Beyonce'],18,1.0,15.0,6,2.3333333333333335
Beyonce,Texas Hold 'Em,['Beyonce'],20,1.0,2.0,1,1.0
Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,"['Bhad Bhabie', 'Lil Yachty']",3,79.0,80.0,1,1.0
Big Sean,Bounce Back,['Big Sean'],28,6.0,61.0,13,4.230769230769231
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,"['Big Sean', 'Chris Brown', 'Ty Dolla $ign']",8,89.0,93.0,3,1.3333333333333333
BigXthaPlug,Change Me,['BigXthaPlug'],4,79.0,89.0,1,10.0
BigXthaPlug,Leave Me Alone,['BigXthaPlug'],2,96.0,99.0,1,3.0
BigXthaPlug Featuring Ella Langley,Hell At Night,"['BigXthaPlug', 'Ella Langley']",19,35.0,49.0,2,7.0
Billie Eilish,Bad Guy,['Billie Eilish'],49,1.0,7.0,19,0.3157894736842105
Billie Eilish,Birds Of A Feather,['Billie Eilish'],67,2.0,13.0,19,0.5789473684210527
Billie Eilish,Bury A Friend,['Billie Eilish'],20,14.0,74.0,1,60.0
Billie Eilish,Everything I Wanted,['Billie Eilish'],33,8.0,74.0,1,66.0
Billie Eilish,Therefore I Am,['Billie Eilish'],27,2.0,94.0,1,92.0
Billie Eilish,Wish You Were Gay,['Billie Eilish'],11,31.0,74.0,4,10.75
Billie Eilish,idontwannabeyouanymore,['Billie Eilish'],3,96.0,100.0,2,2.0
Billy Currington,Do I Make You Wanna,['Billy Currington'],19,47.0,79.0,7,4.571428571428571
Billy Currington,It Don't Hurt Like It Used To,['Billy Currington'],17,44.0,97.0,9,5.888888888888889
Blac Youngsta,Booty,['Blac Youngsta'],5,73.0,81.0,1,8.0
"Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,"['Black Eyed Peas', 'Ozuna', 'J.Rey Soul']",11,62.0,90.0,2,14.0
Blackbear,Hot Girl Bummer,['Blackbear'],42,11.0,91.0,26,3.076923076923077
Blake Shelton,A Guy With A Girl,['Blake Shelton'],17,42.0,97.0,10,5.5
Blake Shelton,Came Here To Forget,['Blake Shelton'],19,36.0,54.0,11,1.6363636363636365
Blake Shelton,Every Time I Hear That Song,['Blake Shelton'],11,56.0,79.0,7,3.2857142857142856
Blake Shelton,God's Country,['Blake Shelton'],23,17.0,59.0,13,3.230769230769231
Blake Shelton,I Lived It,['Blake Shelton'],18,63.0,99.0,15,2.4
Blake Shelton,I'll Name The Dogs,['Blake Shelton'],19,56.0,73.0,15,1.1333333333333333
Blake Shelton,Minimum Wage,['Blake Shelton'],12,67.0,96.0,6,4.833333333333333
Blake Shelton,She's Got A Way With Words,['Blake Shelton'],12,61.0,86.0,8,3.125
Blanco Brown,The Git Up,['Blanco Brown'],20,14.0,66.0,6,8.666666666666666
BlocBoy JB Featuring Drake,Look Alive,"['BlocBoy JB', 'Drake']",25,5.0,6.0,1,1.0
Blueface,Thotiana,['Blueface'],20,8.0,75.0,10,6.7
Blueface & Rich The Kid,Daddy,"['Blueface', 'Rich The Kid']",4,78.0,89.0,2,5.5
Blxst & Tyga Featuring Ty Dolla $ign,Chosen,"['Blxst', 'Tyga', 'Ty Dolla $ign']",21,51.0,98.0,14,3.357142857142857
BossMan Dlow,Get In With Me,['BossMan Dlow'],20,49.0,68.0,3,6.333333333333333
Brantley Gilbert,The Weekend,['Brantley Gilbert'],20,64.0,95.0,14,2.2142857142857144
Brett Eldredge,Drunk On Your Love,['Brett Eldredge'],15,35.0,94.0,11,5.363636363636363
Brett Eldredge,Love Someone,['Brett Eldredge'],10,52.0,93.0,7,5.857142857142857
Brett Eldredge,The Long Way,['Brett Eldredge'],12,65.0,93.0,8,3.5
Brett Eldredge,Wanna Be That Song,['Brett Eldredge'],20,46.0,98.0,13,4.0
Brett Young,In Case You Didn't Know,['Brett Young'],28,19.0,94.0,15,5.0
Brett Young,Like I Loved You,['Brett Young'],19,46.0,95.0,13,3.769230769230769
Brett Young,Mercy,['Brett Young'],20,29.0,97.0,14,4.857142857142857
Brett Young,Sleep Without You,['Brett Young'],18,47.0,89.0,10,4.2
Brothers Osborne,Stay A Little Longer,['Brothers Osborne'],10,46.0,58.0,5,2.4
Bruno Mars,24K Magic,['Bruno Mars'],41,4.0,5.0,6,0.16666666666666666
Bruno Mars & Cardi B,Finesse,"['Bruno Mars', 'Cardi B']",23,3.0,35.0,1,32.0
Bryce Vine,Drew Barrymore,['Bryce Vine'],14,46.0,91.0,2,22.5
Bryce Vine Featuring YG,La La Land,"['Bryce Vine', 'YG']",11,75.0,92.0,7,2.4285714285714284
Bryson Tiller,Don't,['Bryson Tiller'],23,13.0,20.0,4,1.75
Bryson Tiller,Exchange,['Bryson Tiller'],27,26.0,48.0,12,1.8333333333333333
Bryson Tiller,Sorry Not Sorry,['Bryson Tiller'],15,67.0,95.0,5,5.6
Bryson Tiller,Whatever She Wants,['Bryson Tiller'],20,19.0,32.0,2,6.5
Burna Boy,Last Last,['Burna Boy'],19,44.0,86.0,12,3.5
CJ,Whoopty,['CJ'],22,10.0,97.0,12,7.25
CKay,Love Nwantiti (Ah Ah Ah),['CKay'],29,26.0,80.0,18,3.0
Calboy,Envy Me,['Calboy'],27,31.0,91.0,18,3.3333333333333335
Calvin Harris & Dua Lipa,One Kiss,"['Calvin Harris', 'Dua Lipa']",21,26.0,62.0,14,2.5714285714285716
Calvin Harris Featuring Frank Ocean & Migos,Slide,"['Calvin Harris', 'Frank Ocean', 'Migos']",20,25.0,34.0,11,0.8181818181818182
Calvin Harris Featuring Kehlani & Lil Yachty,Faking It,"['Calvin Harris', 'Kehlani', 'Lil Yachty']",4,94.0,100.0,1,6.0
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']",18,20.0,51.0,8,3.875
Calvin Harris Featuring Rihanna,This Is What You Came For,"['Calvin Harris', 'Rihanna']",32,3.0,9.0,11,0.5454545454545454
Camila Cabello,Consequences,['Camila Cabello'],12,51.0,97.0,8,5.75
Camila Cabello,I'll Be Home For Christmas,['Camila Cabello'],4,71.0,97.0,2,13.0
Camila Cabello,Liar,['Camila Cabello'],11,52.0,56.0,6,0.6666666666666666
Camila Cabello Featuring DaBaby,My Oh My,"['Camila Cabello', 'DaBaby']",27,12.0,82.0,18,3.888888888888889
Camila Cabello Featuring Ed Sheeran,Bam Bam,"['Camila Cabello', 'Ed Sheeran']",20,21.0,23.0,7,0.2857142857142857
Capella Grey,Gyalis,['Capella Grey'],19,38.0,95.0,9,6.333333333333333
Cardi B,Be Careful,['Cardi B'],20,11.0,16.0,1,5.0
Cardi B,Bodak Yellow (Money Moves),['Cardi B'],34,1.0,85.0,11,7.636363636363637
Cardi B,Money,['Cardi B'],26,13.0,54.0,1,41.0
Cardi B,Up,['Cardi B'],20,1.0,2.0,5,0.2
Cardi B & Bruno Mars,Please Me,"['Cardi B', 'Bruno Mars']",20,3.0,5.0,2,1.0
"Cardi B, Bad Bunny & J Balvin",I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",51,1.0,8.0,11,0.6363636363636364
Carin Leon X Grupo Frontera,Que Vuelvas,"['Carin Leon', 'Grupo Frontera']",20,50.0,83.0,3,11.0
Carly Pearce,Every Little Thing,['Carly Pearce'],17,50.0,94.0,11,4.0
Carly Pearce & Lee Brice,I Hope You're Happy Now,"['Carly Pearce', 'Lee Brice']",25,27.0,93.0,21,3.142857142857143
"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,"['Carolina Gaitan', 'Mauro Castillo', 'Adassa', 'Rhenzy Feliz', 'Diane Guerrero', 'Stephanie Beatriz', 'Encanto Cast']",20,1.0,50.0,4,12.25
Carrie Underwood,Church Bells,['Carrie Underwood'],17,43.0,90.0,6,7.833333333333333
Carrie Underwood,Dirty Laundry,['Carrie Underwood'],16,48.0,73.0,11,2.272727272727273
Carrie Underwood,Favorite Time Of Year,['Carrie Underwood'],4,62.0,95.0,3,11.0
Carrie Underwood,Heartbeat,['Carrie Underwood'],14,42.0,76.0,6,5.666666666666667
Carrie Underwood,Southbound,['Carrie Underwood'],13,64.0,96.0,11,2.909090909090909
Carrie Underwood & John Legend,Hallelujah,"['Carrie Underwood', 'John Legend']",3,54.0,96.0,2,21.0
"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,"['Casper Magico', 'Nio Garcia', 'Darell', 'Nicky Jam', 'Ozuna', 'Bad Bunny']",21,36.0,74.0,5,7.6
Central Cee & Lil Baby,BAND4BAND,"['Central Cee', 'Lil Baby']",17,18.0,22.0,1,4.0
Central Cee Featuring 21 Savage,GBP,"['Central Cee', '21 Savage']",2,81.0,92.0,1,11.0
Chappell Roan,Casual,['Chappell Roan'],16,59.0,82.0,7,3.2857142857142856
Chappell Roan,Femininomenon,['Chappell Roan'],9,66.0,96.0,3,10.0
Chappell Roan,Hot To Go!,['Chappell Roan'],25,15.0,80.0,16,4.0625
Chappell Roan,Pink Pony Club,['Chappell Roan'],68,4.0,90.0,43,2.0
Chappell Roan,Red Wine Supernova,['Chappell Roan'],20,41.0,75.0,10,3.4
Charli xcx,360,['Charli xcx'],20,41.0,73.0,8,4.0
Charli xcx,Party 4 U,['Charli xcx'],21,55.0,95.0,2,20.0
Charlie Puth,Attention,['Charlie Puth'],39,5.0,68.0,15,4.2
Charlie Puth,How Long,['Charlie Puth'],23,21.0,60.0,14,2.7857142857142856
Charlie Puth,Light Switch,['Charlie Puth'],15,27.0,42.0,6,2.5
Charlie Puth,One Call Away,['Charlie Puth'],24,12.0,60.0,9,5.333333333333333
Charlie Puth,The Way I Am,['Charlie Puth'],7,61.0,87.0,4,6.5
Charlie Puth Featuring Kehlani,Done For Me,"['Charlie Puth', 'Kehlani']",9,53.0,74.0,1,21.0
Chase Bryant,Little Bit Of You,['Chase Bryant'],11,71.0,99.0,9,3.111111111111111
Chase Matthew,Darlin',['Chase Matthew'],13,52.0,98.0,7,6.571428571428571
Chase Rice,Eyes On You,['Chase Rice'],20,38.0,84.0,10,4.6
Chase Rice,Lonely If You Are,['Chase Rice'],6,91.0,100.0,4,2.25
Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.,"['Chase Rice', 'Florida Georgia Line']",20,24.0,75.0,9,5.666666666666667
Chayce Beckham,23,['Chayce Beckham'],20,45.0,71.0,11,2.3636363636363638
Cheat Codes Featuring Demi Lovato,No Promises,"['Cheat Codes', 'Demi Lovato']",23,38.0,95.0,20,2.85
Cher,DJ Play A Christmas Song,['Cher'],2,90.0,94.0,1,4.0
Chino Pacas,El Gordo Trae El Mando,['Chino Pacas'],13,58.0,84.0,7,3.7142857142857144
Chloe,Winter Wonderland,['Chloe'],2,87.0,96.0,1,9.0
Chris Brown,Back To Sleep,['Chris Brown'],20,20.0,64.0,11,4.0
Chris Brown,Privacy,['Chris Brown'],17,62.0,87.0,8,3.125
Chris Brown,Under The Influence,['Chris Brown'],41,12.0,36.0,17,1.411764705882353
Chris Brown & Young Thug,Go Crazy,"['Chris Brown', 'Young Thug']",52,3.0,76.0,41,1.7804878048780488
Chris Brown Featuring Bryson Tiller,It Depends,"['Chris Brown', 'Bryson Tiller']",21,16.0,43.0,12,2.25
Chris Brown Featuring Drake,No Guidance,"['Chris Brown', 'Drake']",46,5.0,9.0,15,0.26666666666666666
Chris Brown Featuring Gunna,Heat,"['Chris Brown', 'Gunna']",20,36.0,77.0,10,4.1
Chris Brown Featuring Usher & Gucci Mane,Party,"['Chris Brown', 'Usher', 'Gucci Mane']",20,40.0,58.0,5,3.6
"Chris Brown Featuring Yo Gotti, A Boogie wit da Hoodie & Kodak Black",Pills And Automobiles,"['Chris Brown', 'Yo Gotti', 'A Boogie wit da Hoodie', 'Kodak Black']",19,46.0,98.0,9,5.777777777777778
Chris Janson,Done,['Chris Janson'],12,41.0,92.0,7,7.285714285714286
Chris Janson,Drunk Girl,['Chris Janson'],10,79.0,86.0,9,0.7777777777777778
Chris Janson,Good Vibes,['Chris Janson'],13,48.0,90.0,6,7.0
Chris Lane,Fix,['Chris Lane'],12,65.0,99.0,7,4.857142857142857
Chris Lane,For Her,['Chris Lane'],4,92.0,99.0,3,2.3333333333333335
Chris Lane,I Don't Know About You,['Chris Lane'],20,39.0,98.0,11,5.363636363636363
Chris Stapleton,Nobody To Blame,['Chris Stapleton'],15,68.0,97.0,13,2.230769230769231
Chris Stapleton,Starting Over,['Chris Stapleton'],34,25.0,57.0,11,2.909090909090909
Chris Stapleton,White Horse,['Chris Stapleton'],29,12.0,31.0,16,1.1875
Chris Stapleton,You Should Probably Leave,['Chris Stapleton'],36,28.0,90.0,29,2.1379310344827585
Chris Young,Hangin' On,['Chris Young'],13,63.0,97.0,8,4.25
Chris Young,Losing Sleep,['Chris Young'],19,60.0,94.0,17,2.0
Chris Young,Raised On Country,['Chris Young'],13,54.0,97.0,9,4.777777777777778
Chris Young Duet With Cassadee Pope,Think Of You,"['Chris Young', 'Cassadee Pope']",20,40.0,86.0,8,5.75
Chris Young Featuring Vince Gill,Sober Saturday Night,"['Chris Young', 'Vince Gill']",11,47.0,92.0,6,7.5
Chris Young With Mitchell Tenpenny,At The End Of A Bar,"['Chris Young', 'Mitchell Tenpenny']",6,75.0,94.0,5,3.8
Ciara,Level Up,['Ciara'],6,59.0,77.0,1,18.0
Cico P,Tampa,['Cico P'],2,91.0,97.0,1,6.0
City Girls,Act Up,['City Girls'],21,26.0,77.0,14,3.642857142857143
Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",27,9.0,100.0,13,7.0
Cody Johnson,'Til You Can't,['Cody Johnson'],36,18.0,94.0,23,3.3043478260869565
Cody Johnson,The Fall,['Cody Johnson'],12,68.0,86.0,6,3.0
Cody Johnson & Carrie Underwood,I'm Gonna Love You,"['Cody Johnson', 'Carrie Underwood']",26,37.0,42.0,23,0.21739130434782608
Coi Leray,Players,['Coi Leray'],26,9.0,98.0,11,8.090909090909092
Coi Leray Featuring Lil Durk,No More Parties,"['Coi Leray', 'Lil Durk']",20,26.0,84.0,5,11.6
Coldplay,Adventure Of A Lifetime,['Coldplay'],15,13.0,44.0,8,3.875
Cole Swindell,Love You Too Late,['Cole Swindell'],14,49.0,94.0,11,4.090909090909091
Cole Swindell,Middle Of A Memory,['Cole Swindell'],20,46.0,99.0,12,4.416666666666667
Cole Swindell,Single Saturday Night,['Cole Swindell'],20,26.0,95.0,9,7.666666666666667
Cole Swindell,You Should Be Here,['Cole Swindell'],20,31.0,69.0,15,2.533333333333333
Cole Swindell / Lainey Wilson,Never Say Never,"['Cole Swindell', 'Lainey Wilson']",20,27.0,79.0,12,4.333333333333333
Cynthia Erivo Featuring Michelle Yeoh,The Wizard And I,"['Cynthia Erivo', 'Michelle Yeoh']",2,92.0,93.0,1,1.0
D.R.A.M. Featuring Lil Yachty,Broccoli,"['D.R.A.M.', 'Lil Yachty']",37,5.0,87.0,18,4.555555555555555
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,"['DJ Drama', 'Chris Brown', 'Skeme', 'Lyquin']",14,77.0,95.0,7,2.5714285714285716
DJ Esco Featuring Future & Lil Uzi Vert,Too Much Sauce,"['DJ Esco', 'Future', 'Lil Uzi Vert']",20,50.0,94.0,19,2.3157894736842106
DJ Khaled Featuring Drake,For Free,"['DJ Khaled', 'Drake']",20,13.0,18.0,8,0.625
DJ Khaled Featuring Jay Z & Future,I Got The Keys,"['DJ Khaled', 'Jay Z', 'Future']",17,30.0,56.0,3,8.666666666666666
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,"['DJ Khaled', 'Nicki Minaj', 'Chris Brown', 'August Alsina', 'Jeremih', 'Future', 'Rick Ross']",20,27.0,94.0,15,4.466666666666667
DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,"['DJ Khaled', 'Rihanna', 'Bryson Tiller']",21,2.0,4.0,3,0.6666666666666666
