artist,title,artist_list,total_weeks,peak_rank,debut_rank,end_rank,peak_week,decay_rate,post_peak_length
Beyonce,Break My Soul,['Beyonce'],18,1.0,15.0,88.0,6,-7.909090909090909,11
Beyonce,Church Girl,['Beyonce'],3,22.0,22.0,97.0,0,-37.5,2
Beyonce,Cozy,['Beyonce'],2,30.0,30.0,93.0,0,-63.0,1
Beyonce,Daddy Lessons,['Beyonce'],2,41.0,41.0,66.0,0,-25.0,1
Beyonce,Formation,['Beyonce'],7,10.0,10.0,88.0,0,-13.0,6
Beyonce,I'm That Girl,['Beyonce'],2,26.0,26.0,92.0,0,-66.0,1
Beyonce,Jolene,['Beyonce'],3,7.0,7.0,88.0,0,-40.5,2
Beyonce,Love Drought,['Beyonce'],2,47.0,47.0,73.0,0,-26.0,1
Beyonce,Pray You Catch Me,['Beyonce'],2,37.0,37.0,70.0,0,-33.0,1
Beyonce,Sandcastles,['Beyonce'],2,43.0,43.0,71.0,0,-28.0,1
Beyonce,Sorry,['Beyonce'],20,11.0,11.0,65.0,0,-2.8421052631578947,19
Beyonce,Texas Hold 'Em,['Beyonce'],20,1.0,2.0,90.0,1,-4.944444444444445,18
Beyonce,Ya Ya,['Beyonce'],2,39.0,39.0,93.0,0,-54.0,1
Beyonce & Dolly Parton,Tyrant,"['Beyonce', 'Dolly Parton']",2,44.0,44.0,88.0,0,-44.0,1
Beyonce & Miley Cyrus,II Most Wanted,"['Beyonce', 'Miley Cyrus']",6,6.0,6.0,93.0,0,-17.4,5
Beyonce & Post Malone,Levii's Jeans,"['Beyonce', 'Post Malone']",2,16.0,16.0,67.0,0,-51.0,1
Beyonce Featuring BEAM,Energy,"['Beyonce', 'BEAM']",2,27.0,27.0,79.0,0,-52.0,1
Beyonce Featuring Jack White,Don't Hurt Yourself,"['Beyonce', 'Jack White']",2,28.0,28.0,37.0,0,-9.0,1
Beyonce Featuring Kendrick Lamar,Freedom,"['Beyonce', 'Kendrick Lamar']",2,35.0,35.0,65.0,0,-30.0,1
Beyonce Featuring The Weeknd,6 Inch,"['Beyonce', 'The Weeknd']",3,18.0,18.0,82.0,0,-32.0,2
"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",Blackbiird,"['Beyonce', 'Tanner Adell', 'Brittney Spencer', 'Tiera Kennedy', 'Reyna Roberts']",2,27.0,27.0,90.0,0,-63.0,1
Bhad Bhabie,Ms. Whitman,['Bhad Bhabie'],3,56.0,56.0,100.0,0,-22.0,2
Bhad Bhabie,These Heaux,['Bhad Bhabie'],3,77.0,77.0,98.0,0,-10.5,2
Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,"['Bhad Bhabie', 'Lil Yachty']",3,79.0,80.0,96.0,1,-17.0,1
Bia Featuring Nicki Minaj,Whole Lotta Money,"['Bia', 'Nicki Minaj']",17,16.0,16.0,85.0,0,-4.3125,16
Big Sean,Bounce Back,['Big Sean'],28,6.0,61.0,50.0,13,-3.142857142857143,14
Big Sean,Single Again,['Big Sean'],3,64.0,64.0,100.0,0,-18.0,2
Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,"['Big Sean', 'Chris Brown', 'Ty Dolla $ign']",8,89.0,93.0,100.0,3,-2.75,4
Big Sean Featuring Eminem,No Favors,"['Big Sean', 'Eminem']",3,22.0,22.0,97.0,0,-37.5,2
BigXthaPlug,2AM,['BigXthaPlug'],3,64.0,64.0,95.0,0,-15.5,2
BigXthaPlug,Change Me,['BigXthaPlug'],4,79.0,89.0,98.0,1,-9.5,2
BigXthaPlug Featuring Bailey Zimmerman,All The Way,"['BigXthaPlug', 'Bailey Zimmerman']",27,4.0,4.0,47.0,0,-1.6538461538461537,26
BigXthaPlug Featuring Ella Langley,Hell At Night,"['BigXthaPlug', 'Ella Langley']",19,35.0,49.0,64.0,2,-1.8125,16
Billie Eilish,Bad Guy,['Billie Eilish'],49,1.0,7.0,45.0,19,-1.5172413793103448,29
Billie Eilish,Birds Of A Feather,['Billie Eilish'],67,2.0,13.0,25.0,19,-0.48936170212765956,47
Billie Eilish,Bittersuite,['Billie Eilish'],3,36.0,36.0,89.0,0,-26.5,2
Billie Eilish,Blue,['Billie Eilish'],5,25.0,25.0,84.0,0,-14.75,4
Billie Eilish,Bury A Friend,['Billie Eilish'],20,14.0,74.0,58.0,1,-2.4444444444444446,18
Billie Eilish,Everything I Wanted,['Billie Eilish'],33,8.0,74.0,49.0,1,-1.3225806451612903,31
Billie Eilish,Happier Than Ever,['Billie Eilish'],26,11.0,11.0,47.0,0,-1.44,25
Billie Eilish,L'amour De Ma Vie,['Billie Eilish'],7,22.0,22.0,98.0,0,-12.666666666666666,6
Billie Eilish,Lunch,['Billie Eilish'],20,5.0,5.0,82.0,0,-4.052631578947368,19
Billie Eilish,My Strange Addiction,['Billie Eilish'],4,43.0,43.0,95.0,0,-17.333333333333332,3
Billie Eilish,NDA,['Billie Eilish'],5,39.0,39.0,77.0,0,-9.5,4
Billie Eilish,No Time To Die,['Billie Eilish'],3,16.0,16.0,96.0,0,-40.0,2
Billie Eilish,Skinny,['Billie Eilish'],4,18.0,18.0,90.0,0,-24.0,3
Billie Eilish,The Diner,['Billie Eilish'],4,31.0,31.0,91.0,0,-20.0,3
Billie Eilish,Therefore I Am,['Billie Eilish'],27,2.0,94.0,45.0,1,-1.72,25
Billie Eilish,Wish You Were Gay,['Billie Eilish'],11,31.0,74.0,96.0,4,-10.833333333333334,6
Billie Eilish,Xanny,['Billie Eilish'],4,35.0,35.0,98.0,0,-21.0,3
Billie Eilish,Your Power,['Billie Eilish'],6,10.0,10.0,75.0,0,-13.0,5
Billy Currington,Do I Make You Wanna,['Billy Currington'],19,47.0,79.0,100.0,7,-4.818181818181818,11
Billy Currington,It Don't Hurt Like It Used To,['Billy Currington'],17,44.0,97.0,91.0,9,-6.714285714285714,7
Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']",10,31.0,31.0,98.0,0,-7.444444444444445,9
Blac Youngsta,Booty,['Blac Youngsta'],5,73.0,81.0,93.0,1,-6.666666666666667,3
"Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,"['Black Eyed Peas', 'Ozuna', 'J.Rey Soul']",11,62.0,90.0,87.0,2,-3.125,8
Blackbear,Hot Girl Bummer,['Blackbear'],42,11.0,91.0,46.0,26,-2.3333333333333335,15
Blake Shelton,A Guy With A Girl,['Blake Shelton'],17,42.0,97.0,100.0,10,-9.666666666666666,6
Blake Shelton,Came Here To Forget,['Blake Shelton'],19,36.0,54.0,90.0,11,-7.714285714285714,7
Blake Shelton,Every Time I Hear That Song,['Blake Shelton'],11,56.0,79.0,85.0,7,-9.666666666666666,3
Blake Shelton,God's Country,['Blake Shelton'],23,17.0,59.0,44.0,13,-3.0,9
Blake Shelton,Gonna,['Blake Shelton'],5,63.0,63.0,92.0,0,-7.25,4
Blake Shelton,I Lived It,['Blake Shelton'],18,63.0,99.0,100.0,15,-18.5,2
Blake Shelton,I'll Name The Dogs,['Blake Shelton'],19,56.0,73.0,98.0,15,-14.0,3
Blake Shelton,Minimum Wage,['Blake Shelton'],12,67.0,96.0,96.0,6,-5.8,5
Blake Shelton,She's Got A Way With Words,['Blake Shelton'],12,61.0,86.0,79.0,8,-6.0,3
Blanco Brown,The Git Up,['Blanco Brown'],20,14.0,66.0,53.0,6,-3.0,13
BlocBoy JB Featuring Drake,Look Alive,"['BlocBoy JB', 'Drake']",25,5.0,6.0,40.0,1,-1.5217391304347827,23
Blueface,Thotiana,['Blueface'],20,8.0,75.0,50.0,10,-4.666666666666667,9
Blueface & Rich The Kid,Daddy,"['Blueface', 'Rich The Kid']",4,78.0,89.0,95.0,2,-17.0,1
Blxst & Tyga Featuring Ty Dolla $ign,Chosen,"['Blxst', 'Tyga', 'Ty Dolla $ign']",21,51.0,98.0,60.0,14,-1.5,6
BossMan Dlow,Get In With Me,['BossMan Dlow'],20,49.0,68.0,97.0,3,-3.0,16
Brad Paisley,Country Nation,['Brad Paisley'],2,94.0,94.0,94.0,0,-0.0,1
Brantley Gilbert,The Weekend,['Brantley Gilbert'],20,64.0,95.0,69.0,14,-1.0,5
Brett Eldredge,Drunk On Your Love,['Brett Eldredge'],15,35.0,94.0,83.0,11,-16.0,3
Brett Eldredge,Love Someone,['Brett Eldredge'],10,52.0,93.0,88.0,7,-18.0,2
Brett Eldredge,The Long Way,['Brett Eldredge'],12,65.0,93.0,85.0,8,-6.666666666666667,3
Brett Eldredge,Wanna Be That Song,['Brett Eldredge'],20,46.0,98.0,90.0,13,-7.333333333333333,6
Brett Young,In Case You Didn't Know,['Brett Young'],28,19.0,94.0,45.0,15,-2.1666666666666665,12
Brett Young,Like I Loved You,['Brett Young'],19,46.0,95.0,66.0,13,-4.0,5
Brett Young,Mercy,['Brett Young'],20,29.0,97.0,78.0,14,-9.8,5
Brett Young,Sleep Without You,['Brett Young'],18,47.0,89.0,75.0,10,-4.0,7
Britney Spears Featuring G-Eazy,Make Me...,"['Britney Spears', 'G-Eazy']",9,17.0,17.0,76.0,0,-7.375,8
Brothers Osborne,Stay A Little Longer,['Brothers Osborne'],10,46.0,58.0,76.0,5,-7.5,4
Bruno Mars,24K Magic,['Bruno Mars'],41,4.0,5.0,50.0,6,-1.3529411764705883,34
Bruno Mars & Cardi B,Finesse,"['Bruno Mars', 'Cardi B']",23,3.0,35.0,50.0,1,-2.238095238095238,21
Bryce Vine,Drew Barrymore,['Bryce Vine'],14,46.0,91.0,99.0,2,-4.818181818181818,11
Bryce Vine Featuring YG,La La Land,"['Bryce Vine', 'YG']",11,75.0,92.0,98.0,7,-7.666666666666667,3
Bryson Gray Featuring Tyson James & Chandler Crump,Let's Go Brandon,"['Bryson Gray', 'Tyson James', 'Chandler Crump']",2,28.0,28.0,99.0,0,-71.0,1
Bryson Tiller,Don't,['Bryson Tiller'],23,13.0,20.0,49.0,4,-2.0,18
Bryson Tiller,Exchange,['Bryson Tiller'],27,26.0,48.0,46.0,12,-1.4285714285714286,14
Bryson Tiller,Sorry Not Sorry,['Bryson Tiller'],15,67.0,95.0,99.0,5,-3.5555555555555554,9
Bryson Tiller,Whatever She Wants,['Bryson Tiller'],20,19.0,32.0,55.0,2,-2.1176470588235294,17
Burna Boy,Last Last,['Burna Boy'],19,44.0,86.0,94.0,12,-8.333333333333334,6
Burna Boy,Sittin' On Top Of The World,['Burna Boy'],3,80.0,80.0,97.0,0,-8.5,2
CJ,Whoopty,['CJ'],22,10.0,97.0,48.0,12,-4.222222222222222,9
CKay,Love Nwantiti (Ah Ah Ah),['CKay'],29,26.0,80.0,48.0,18,-2.2,10
Calboy,Envy Me,['Calboy'],27,31.0,91.0,47.0,18,-2.0,8
Calvin Harris,My Way,['Calvin Harris'],10,24.0,24.0,74.0,0,-5.555555555555555,9
Calvin Harris & Dua Lipa,One Kiss,"['Calvin Harris', 'Dua Lipa']",21,26.0,62.0,43.0,14,-2.8333333333333335,6
Calvin Harris & Sam Smith,Promises,"['Calvin Harris', 'Sam Smith']",12,65.0,65.0,88.0,0,-2.090909090909091,11
Calvin Harris Featuring Frank Ocean & Migos,Slide,"['Calvin Harris', 'Frank Ocean', 'Migos']",20,25.0,34.0,45.0,11,-2.5,8
Calvin Harris Featuring Kehlani & Lil Yachty,Faking It,"['Calvin Harris', 'Kehlani', 'Lil Yachty']",4,94.0,100.0,100.0,1,-3.0,2
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']",18,20.0,51.0,94.0,8,-8.222222222222221,9
Calvin Harris Featuring Rihanna,This Is What You Came For,"['Calvin Harris', 'Rihanna']",32,3.0,9.0,36.0,11,-1.65,20
Calvin Harris X The Weeknd,Over Now,"['Calvin Harris', 'The Weeknd']",5,38.0,38.0,84.0,0,-11.5,4
"Calvin Harris, Dua Lipa & Young Thug",Potion,"['Calvin Harris', 'Dua Lipa', 'Young Thug']",3,71.0,71.0,98.0,0,-13.5,2
Cam,Burning House,['Cam'],3,29.0,29.0,44.0,0,-7.5,2
Camila Cabello,Consequences,['Camila Cabello'],12,51.0,97.0,72.0,8,-7.0,3
Camila Cabello,Crying In The Club,['Camila Cabello'],9,47.0,47.0,73.0,0,-3.25,8
Camila Cabello,Don't Go Yet,['Camila Cabello'],9,42.0,42.0,100.0,0,-7.25,8
Camila Cabello,I'll Be Home For Christmas,['Camila Cabello'],4,71.0,97.0,74.0,2,-3.0,1
Camila Cabello,Liar,['Camila Cabello'],11,52.0,56.0,72.0,6,-5.0,4
Camila Cabello,Shameless,['Camila Cabello'],3,60.0,60.0,97.0,0,-18.5,2
Camila Cabello Featuring DaBaby,My Oh My,"['Camila Cabello', 'DaBaby']",27,12.0,82.0,40.0,18,-3.5,8
Camila Cabello Featuring Ed Sheeran,Bam Bam,"['Camila Cabello', 'Ed Sheeran']",20,21.0,23.0,93.0,7,-6.0,12
Capella Grey,Gyalis,['Capella Grey'],19,38.0,95.0,77.0,9,-4.333333333333333,9
Cardi B,Be Careful,['Cardi B'],20,11.0,16.0,64.0,1,-2.9444444444444446,18
Cardi B,Bickenhead,['Cardi B'],2,43.0,43.0,68.0,0,-25.0,1
Cardi B,Bodak Yellow (Money Moves),['Cardi B'],34,1.0,85.0,40.0,11,-1.7727272727272727,22
Cardi B,Bodega Baddie,['Cardi B'],2,53.0,53.0,89.0,0,-36.0,1
Cardi B,Enough (Miami),['Cardi B'],14,9.0,9.0,89.0,0,-6.153846153846154,13
Cardi B,Get Up 10,['Cardi B'],2,38.0,38.0,77.0,0,-39.0,1
Cardi B,Hello,['Cardi B'],2,46.0,46.0,76.0,0,-30.0,1
Cardi B,Like What (Freestyle),['Cardi B'],3,38.0,38.0,91.0,0,-26.5,2
Cardi B,Magnet,['Cardi B'],4,37.0,37.0,100.0,0,-21.0,3
Cardi B,Money,['Cardi B'],26,13.0,54.0,50.0,1,-1.5416666666666667,24
Cardi B,Money Bag,['Cardi B'],2,58.0,58.0,87.0,0,-29.0,1
Cardi B,Outside,['Cardi B'],19,10.0,10.0,99.0,0,-4.944444444444445,18
Cardi B,Press,['Cardi B'],16,16.0,16.0,90.0,0,-4.933333333333334,15
Cardi B,Pretty & Petty,['Cardi B'],4,43.0,43.0,94.0,0,-17.0,3
Cardi B,Thru Your Phone,['Cardi B'],3,50.0,50.0,99.0,0,-24.5,2
Cardi B,Up,['Cardi B'],20,1.0,2.0,44.0,5,-3.0714285714285716,14
Cardi B & Bruno Mars,Please Me,"['Cardi B', 'Bruno Mars']",20,3.0,5.0,72.0,2,-4.0588235294117645,17
Cardi B & Megan Thee Stallion,Bongos,"['Cardi B', 'Megan Thee Stallion']",11,14.0,14.0,97.0,0,-8.3,10
Cardi B & YG,She Bad,"['Cardi B', 'YG']",2,57.0,57.0,90.0,0,-33.0,1
Cardi B Featuring 21 Savage,Bartier Cardi,"['Cardi B', '21 Savage']",20,14.0,14.0,81.0,0,-3.526315789473684,19
Cardi B Featuring Chance the Rapper,Best Life,"['Cardi B', 'Chance the Rapper']",3,39.0,39.0,100.0,0,-30.5,2
Cardi B Featuring Kehlani,Safe,"['Cardi B', 'Kehlani']",10,26.0,26.0,93.0,0,-7.444444444444445,9
Cardi B Featuring Lizzo,What's Goin On,"['Cardi B', 'Lizzo']",2,63.0,63.0,92.0,0,-29.0,1
Cardi B Featuring Megan Thee Stallion,WAP,"['Cardi B', 'Megan Thee Stallion']",24,1.0,1.0,50.0,0,-2.130434782608696,23
Cardi B Featuring Migos,Drip,"['Cardi B', 'Migos']",10,21.0,21.0,96.0,0,-8.333333333333334,9
Cardi B Featuring SZA,I Do,"['Cardi B', 'SZA']",5,23.0,23.0,96.0,0,-18.25,4
Cardi B Featuring Selena Gomez,Pick It Up,"['Cardi B', 'Selena Gomez']",2,45.0,45.0,93.0,0,-48.0,1
Cardi B Featuring Summer Walker,Dead,"['Cardi B', 'Summer Walker']",2,47.0,47.0,88.0,0,-41.0,1
"Cardi B, Bad Bunny & J Balvin",I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",51,1.0,8.0,45.0,11,-1.1282051282051282,39
"Cardi B, Ye & Lil Durk",Hot Shit,"['Cardi B', 'Ye', 'Lil Durk']",12,13.0,13.0,94.0,0,-7.363636363636363,11
Carin Leon,Primera Cita,['Carin Leon'],2,97.0,97.0,99.0,0,-2.0,1
Carin Leon X Grupo Frontera,Que Vuelvas,"['Carin Leon', 'Grupo Frontera']",20,50.0,83.0,73.0,3,-1.4375,16
Carly Pearce,Every Little Thing,['Carly Pearce'],17,50.0,94.0,84.0,11,-6.8,5
Carly Pearce & Lee Brice,I Hope You're Happy Now,"['Carly Pearce', 'Lee Brice']",25,27.0,93.0,45.0,21,-6.0,3
"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,"['Carolina Gaitan', 'Mauro Castillo', 'Adassa', 'Rhenzy Feliz', 'Diane Guerrero', 'Stephanie Beatriz', 'Encanto Cast']",20,1.0,50.0,70.0,4,-4.6,15
Carrie Underwood,Church Bells,['Carrie Underwood'],17,43.0,90.0,99.0,6,-5.6,10
Carrie Underwood,Dirty Laundry,['Carrie Underwood'],16,48.0,73.0,90.0,11,-10.5,4
Carrie Underwood,Heartbeat,['Carrie Underwood'],14,42.0,76.0,95.0,6,-7.571428571428571,7
Carrie Underwood,Southbound,['Carrie Underwood'],13,64.0,96.0,88.0,11,-24.0,1
"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,"['Casper Magico', 'Nio Garcia', 'Darell', 'Nicky Jam', 'Ozuna', 'Bad Bunny']",21,36.0,74.0,50.0,5,-0.9333333333333333,15
Central Cee & Lil Baby,BAND4BAND,"['Central Cee', 'Lil Baby']",17,18.0,22.0,86.0,1,-4.533333333333333,15
Chappell Roan,Casual,['Chappell Roan'],16,59.0,82.0,76.0,7,-2.125,8
Chappell Roan,Femininomenon,['Chappell Roan'],9,66.0,96.0,89.0,3,-4.6,5
Chappell Roan,Hot To Go!,['Chappell Roan'],25,15.0,80.0,29.0,16,-1.75,8
Chappell Roan,Pink Pony Club,['Chappell Roan'],68,4.0,90.0,20.0,43,-0.6666666666666666,24
Chappell Roan,Red Wine Supernova,['Chappell Roan'],20,41.0,75.0,84.0,10,-4.777777777777778,9
Chappell Roan,The Subway,['Chappell Roan'],13,3.0,3.0,95.0,0,-7.666666666666667,12
Charli xcx,360,['Charli xcx'],20,41.0,73.0,77.0,8,-3.272727272727273,11
Charli xcx,Party 4 U,['Charli xcx'],21,55.0,95.0,86.0,2,-1.7222222222222223,18
Charli xcx,Speed Drive,['Charli xcx'],5,73.0,73.0,82.0,0,-2.25,4
Charli xcx Featuring Ariana Grande,Sympathy Is A Knife,"['Charli xcx', 'Ariana Grande']",2,36.0,36.0,85.0,0,-49.0,1
Charli xcx With Lorde,"Girl, So Confusing","['Charli xcx', 'Lorde']",2,63.0,63.0,99.0,0,-36.0,1
Charlie Puth,Attention,['Charlie Puth'],39,5.0,68.0,48.0,15,-1.8695652173913044,23
Charlie Puth,How Long,['Charlie Puth'],23,21.0,60.0,48.0,14,-3.375,8
Charlie Puth,Light Switch,['Charlie Puth'],15,27.0,42.0,88.0,6,-7.625,8
Charlie Puth,One Call Away,['Charlie Puth'],24,12.0,60.0,46.0,9,-2.4285714285714284,14
Charlie Puth,The Way I Am,['Charlie Puth'],7,61.0,87.0,84.0,4,-11.5,2
Charlie Puth Featuring Jung Kook,Left And Right,"['Charlie Puth', 'Jung Kook']",17,22.0,22.0,85.0,0,-3.9375,16
Charlie Puth Featuring Kehlani,Done For Me,"['Charlie Puth', 'Kehlani']",9,53.0,74.0,78.0,1,-3.5714285714285716,7
Chase Bryant,Little Bit Of You,['Chase Bryant'],11,71.0,99.0,88.0,9,-17.0,1
Chase Matthew,Darlin',['Chase Matthew'],13,52.0,98.0,99.0,7,-9.4,5
Chase Rice,Eyes On You,['Chase Rice'],20,38.0,84.0,88.0,10,-5.555555555555555,9
Chase Rice,Lonely If You Are,['Chase Rice'],6,91.0,100.0,94.0,4,-3.0,1
Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.,"['Chase Rice', 'Florida Georgia Line']",20,24.0,75.0,73.0,9,-4.9,10
Chayce Beckham,23,['Chayce Beckham'],20,45.0,71.0,96.0,11,-6.375,8
Cheat Codes Featuring Demi Lovato,No Promises,"['Cheat Codes', 'Demi Lovato']",23,38.0,95.0,49.0,20,-5.5,2
Childish Gambino,Feels Like Summer,['Childish Gambino'],2,54.0,54.0,93.0,0,-39.0,1
Childish Gambino,This Is America,['Childish Gambino'],17,1.0,1.0,100.0,0,-6.1875,16
"China Anne McClain, Thomas Doherty & Dylan Playfair",What's My Name,"['China Anne McClain', 'Thomas Doherty', 'Dylan Playfair']",3,61.0,61.0,85.0,0,-12.0,2
Chino Pacas,El Gordo Trae El Mando,['Chino Pacas'],13,58.0,84.0,94.0,7,-7.2,5
Chloe,Have Mercy,['Chloe'],20,28.0,28.0,83.0,0,-2.8947368421052633,19
Chris Brown,Back To Sleep,['Chris Brown'],20,20.0,64.0,70.0,11,-6.25,8
Chris Brown,Grass Ain't Greener,['Chris Brown'],4,71.0,71.0,96.0,0,-8.333333333333334,3
Chris Brown,Iffy,['Chris Brown'],8,71.0,71.0,98.0,0,-3.857142857142857,7
Chris Brown,Liquor,['Chris Brown'],2,77.0,77.0,89.0,0,-12.0,1
Chris Brown,Privacy,['Chris Brown'],17,62.0,87.0,97.0,8,-4.375,8
Chris Brown,Summer Too Hot,['Chris Brown'],4,93.0,93.0,95.0,0,-0.6666666666666666,3
Chris Brown,Undecided,['Chris Brown'],12,35.0,35.0,91.0,0,-5.090909090909091,11
Chris Brown,Under The Influence,['Chris Brown'],41,12.0,36.0,49.0,17,-1.608695652173913,23
Chris Brown,Zero,['Chris Brown'],2,80.0,80.0,95.0,0,-15.0,1
Chris Brown & Young Thug,Go Crazy,"['Chris Brown', 'Young Thug']",52,3.0,76.0,28.0,41,-2.5,10
Chris Brown Featuring Bryson Tiller,It Depends,"['Chris Brown', 'Bryson Tiller']",21,16.0,43.0,52.0,12,-4.5,8
Chris Brown Featuring Drake,No Guidance,"['Chris Brown', 'Drake']",46,5.0,9.0,48.0,15,-1.4333333333333333,30
Chris Brown Featuring Gunna,Heat,"['Chris Brown', 'Gunna']",20,36.0,77.0,59.0,10,-2.5555555555555554,9
Chris Brown Featuring Usher & Gucci Mane,Party,"['Chris Brown', 'Usher', 'Gucci Mane']",20,40.0,58.0,80.0,5,-2.857142857142857,14
"Chris Brown Featuring Yo Gotti, A Boogie wit da Hoodie & Kodak Black",Pills And Automobiles,"['Chris Brown', 'Yo Gotti', 'A Boogie wit da Hoodie', 'Kodak Black']",19,46.0,98.0,53.0,9,-0.7777777777777778,9
Chris Janson,Done,['Chris Janson'],12,41.0,92.0,94.0,7,-13.25,4
Chris Janson,Good Vibes,['Chris Janson'],13,48.0,90.0,92.0,6,-7.333333333333333,6
Chris Lane,Fix,['Chris Lane'],12,65.0,99.0,82.0,7,-4.25,4
Chris Lane,I Don't Know About You,['Chris Lane'],20,39.0,98.0,80.0,11,-5.125,8
Chris Stapleton,Nobody To Blame,['Chris Stapleton'],15,68.0,97.0,80.0,13,-12.0,1
Chris Stapleton,Starting Over,['Chris Stapleton'],34,25.0,57.0,45.0,11,-0.9090909090909091,22
Chris Stapleton,White Horse,['Chris Stapleton'],29,12.0,31.0,31.0,16,-1.5833333333333333,12
Chris Stapleton,You Should Probably Leave,['Chris Stapleton'],36,28.0,90.0,44.0,29,-2.6666666666666665,6
Chris Young,Hangin' On,['Chris Young'],13,63.0,97.0,79.0,8,-4.0,4
Chris Young,Losing Sleep,['Chris Young'],19,60.0,94.0,71.0,17,-11.0,1
Chris Young,Raised On Country,['Chris Young'],13,54.0,97.0,90.0,9,-12.0,3
Chris Young Duet With Cassadee Pope,Think Of You,"['Chris Young', 'Cassadee Pope']",20,40.0,86.0,87.0,8,-4.2727272727272725,11
Chris Young Featuring Vince Gill,Sober Saturday Night,"['Chris Young', 'Vince Gill']",11,47.0,92.0,86.0,6,-9.75,4
Chuckyy,My World,['Chuckyy'],2,79.0,79.0,91.0,0,-12.0,1
Ciara,Level Up,['Ciara'],6,59.0,77.0,91.0,1,-8.0,4
City Girls,Act Up,['City Girls'],21,26.0,77.0,40.0,14,-2.3333333333333335,6
Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",27,9.0,100.0,49.0,13,-3.076923076923077,13
Clipse Featuring Kendrick Lamar,Chains & Whips,"['Clipse', 'Kendrick Lamar']",2,42.0,42.0,86.0,0,-44.0,1
Cody Johnson,'Til You Can't,['Cody Johnson'],36,18.0,94.0,45.0,23,-2.25,12
Cody Johnson,The Fall,['Cody Johnson'],12,68.0,86.0,70.0,6,-0.4,5
Cody Johnson,Travelin' Soldier,['Cody Johnson'],6,12.0,12.0,91.0,0,-15.8,5
Cody Johnson & Carrie Underwood,I'm Gonna Love You,"['Cody Johnson', 'Carrie Underwood']",26,37.0,42.0,49.0,23,-6.0,2
Coi Leray,Players,['Coi Leray'],26,9.0,98.0,50.0,11,-2.9285714285714284,14
Coi Leray & Pooh Shiesty,Big Purr (Prrdd),"['Coi Leray', 'Pooh Shiesty']",3,69.0,69.0,89.0,0,-10.0,2
Coi Leray Featuring Lil Durk,No More Parties,"['Coi Leray', 'Lil Durk']",20,26.0,84.0,74.0,5,-3.4285714285714284,14
Coldplay,Adventure Of A Lifetime,['Coldplay'],15,13.0,44.0,76.0,8,-10.5,6
Coldplay,Higher Power,['Coldplay'],2,53.0,53.0,95.0,0,-42.0,1
Coldplay x BTS,My Universe,"['Coldplay', 'BTS']",17,1.0,1.0,92.0,0,-5.6875,16
Cole Swindell,Love You Too Late,['Cole Swindell'],14,49.0,94.0,86.0,11,-18.5,2
Cole Swindell,Middle Of A Memory,['Cole Swindell'],20,46.0,99.0,80.0,12,-4.857142857142857,7
Cole Swindell,Single Saturday Night,['Cole Swindell'],20,26.0,95.0,89.0,9,-6.3,10
Cole Swindell,You Should Be Here,['Cole Swindell'],20,31.0,69.0,72.0,15,-10.25,4
Cole Swindell / Lainey Wilson,Never Say Never,"['Cole Swindell', 'Lainey Wilson']",20,27.0,79.0,68.0,12,-5.857142857142857,7
Corey Kent,This Heart,['Corey Kent'],3,82.0,82.0,92.0,0,-5.0,2
Cynthia Erivo,I'm Not That Girl,['Cynthia Erivo'],2,94.0,94.0,98.0,0,-4.0,1
Cynthia Erivo,No Good Deed,['Cynthia Erivo'],2,56.0,56.0,97.0,0,-41.0,1
Cynthia Erivo & Ariana Grande,For Good,"['Cynthia Erivo', 'Ariana Grande']",2,43.0,43.0,96.0,0,-53.0,1
Cynthia Erivo Featuring Ariana Grande,Defying Gravity,"['Cynthia Erivo', 'Ariana Grande']",10,44.0,44.0,95.0,0,-5.666666666666667,9
D.R.A.M. Featuring Lil Yachty,Broccoli,"['D.R.A.M.', 'Lil Yachty']",37,5.0,87.0,47.0,18,-2.3333333333333335,18
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,"['DJ Drama', 'Chris Brown', 'Skeme', 'Lyquin']",14,77.0,95.0,98.0,7,-3.5,6
DJ Khaled Featuring Drake,For Free,"['DJ Khaled', 'Drake']",20,13.0,18.0,47.0,8,-3.090909090909091,11
DJ Khaled Featuring Drake,Greece,"['DJ Khaled', 'Drake']",15,8.0,8.0,91.0,0,-5.928571428571429,14
